date,v1,v2,v3,feature1,feature2,feature3
2011/1/9 0:00,-8.739850652,37.3933111,0.053884891,63065,63000,32.542
2011/1/9 1:00,-8.055924211,33.29141839,-0.409870397,62715,58800,21.549
2011/1/9 2:00,-7.139213614,28.57068016,0.669704114,61952,58500,15.711
2011/1/9 3:00,-6.687555415,28.55232799,0.443512765,59262,54300,10.583
2011/1/9 4:00,-7.047556687,32.97892544,-1.486100574,56883,51900,10.324
2011/1/9 5:00,-7.862241214,36.96600572,-0.423915566,56332,50900,10.325
2011/1/9 6:00,-8.105876888,37.35552846,1.893020931,55096,50100,9.223
2011/1/9 7:00,-6.699314041,34.6577597,-0.19721333,55507,51000,10.002
2011/1/9 8:00,-3.295195826,29.50323817,-2.561259679,58763,53200,10.191
2011/1/9 9:00,1.472381945,31.5308742,0.533380685,60500,54800,30
2011/1/9 10:00,6.217586894,34.969596,2.63549813,63192,57800,46.022
2011/1/9 11:00,9.62672716,39.78041134,-0.80482511,64278,59900,50.835
2011/1/9 12:00,11.13838467,42.54327351,-2.328036984,65547,61900,53.024
2011/1/9 13:00,11.08560087,37.63582667,0.975296295,64460,64700,46.616
2011/1/9 14:00,10.40168885,35.07088765,1.985744439,63373,59800,43.441
2011/1/9 15:00,9.949485649,34.05618377,-0.957232086,63280,58300,36.36
2011/1/9 16:00,10.07255998,36.62597196,-1.743826128,62791,56900,39.222
2011/1/9 17:00,10.39409442,43.73829546,0.499004453,64533,58800,56.276
2011/1/9 18:00,10.0792133,45.19786713,1.464825156,69141,64300,63.02
2011/1/9 19:00,8.475598414,43.13267279,0.177228449,69446,67200,62.379
2011/1/9 20:00,5.455712579,40.91352572,-1.301307781,67761,68100,57.473
2011/1/9 21:00,1.421679327,36.96837293,-0.628572304,66266,65400,49.373
2011/1/9 22:00,-3.003821917,41.17720311,1.689273194,65710,62300,52.013
2011/1/9 23:00,-7.330106451,45.6729972,1.214305834,65757,65400,47.004
2011/1/10 0:00,-11.20025072,47.09120415,-1.912795441,65565,64100,30
2011/1/10 1:00,-14.30405273,47.75759654,-1.423867388,64758,60300,25.091
2011/1/10 2:00,-16.41943873,42.3819583,1.999901613,64689,61000,20.566
2011/1/10 3:00,-17.18734291,39.91559615,1.312344906,64190,58100,15.036
2011/1/10 4:00,-16.09243131,42.50071824,-2.219600298,64147,56200,15.702
2011/1/10 5:00,-12.83535852,45.77419372,-1.369819911,64693,57200,25.635
